CONTOUR-LINE z=4.499998 
8.237747 8.993743 
8.498436 8.706986 
8.680918 8.420229 
8.733055 8.055265 
8.837331 7.742440 
8.967674 7.377477 
9.071950 7.038582 
9.280500 6.751825 
9.384776 6.438999 
9.619395 6.152242 
9.801877 5.891554 
10.140772 5.656934 
10.375391 5.500521 
10.662148 5.291971 
10.948905 5.109489 
11.157455 4.927007 
11.392076 4.744525 
11.626695 4.562044 
11.835245 4.327425 
11.965590 4.040668 
12.148071 3.753910 
12.304483 3.415016 
12.382690 3.076121 
12.382690 2.789364 
12.382690 2.476538 
12.408759 2.215850 
12.408759 1.903024 
12.408759 1.590198 
12.408759 1.303441 
12.408759 0.938478 
12.408759 0.677789 
12.408759 0.391032 
12.408759 0.078206 
12.408759 -0.286757 
12.408759 -0.599583 
12.382690 -0.938478 
12.330553 -1.329510 
12.226277 -1.642336 
12.122002 -1.903024 
12.017727 -2.189781 
11.861314 -2.450469 
11.626695 -2.763295 
11.418144 -2.971846 
11.209594 -3.206465 
10.948905 -3.388947 
10.636079 -3.649635 
10.323254 -3.910323 
10.010427 -4.171011 
9.723671 -4.431700 
9.462982 -4.562044 
9.176226 -4.770594 
8.915537 -4.979145 
8.680918 -5.135558 
8.420229 -5.370177 
8.107404 -5.604796 
7.846715 -5.813347 
7.481752 -6.047966 
7.090720 -6.308655 
6.751825 -6.543274 
6.491137 -6.699687 
6.126173 -6.856100 
5.865485 -6.908237 
5.474452 -6.986444 
5.135558 -7.064651 
4.796663 -7.168926 
4.457768 -7.221064 
4.066736 -7.273201 
3.701773 -7.325339 
3.310740 -7.325339 
2.971846 -7.325339 
2.554744 -7.325339 
2.137643 -7.325339 
1.824818 -7.325339 
1.538060 -7.325339 
1.277372 -7.273201 
0.860271 -7.168926 
0.521376 -7.090719 
0.234619 -7.038582 
-0.026069 -6.986444 
-0.286757 -6.934307 
-0.547445 -6.830031 
-0.808133 -6.725756 
-0.938478 -6.491137 
-1.147028 -6.334723 
